Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"258,00","257,00","-1,00",Eur / Tm.,,11-02-2013
Cereales,Trigo pienso,"256,00","255,00","-1,00",Eur / Tm.,,11-02-2013
Cereales,Cebada,"243,00","242,00","-1,00",Eur / Tm.,,11-02-2013
Cereales,Avena,"236,00","235,00","-1,00",Eur / Tm.,,11-02-2013
Cereales,Centeno,"236,00","235,00","-1,00",Eur / Tm.,,11-02-2013
Cereales,Maíz,"241,00","240,00","-1,00",Eur / Tm.,,11-02-2013
Leguminosas,Garbanzo pedrosillano,"600,00","600,00","0,00",Eur / Tm.,,11-02-2013
Leguminosas,Lenteja de Salamanca,"910,00","910,00","0,00",Eur / Tm.,,11-02-2013
Leguminosas,Lenteja armuña D.O.,"1110,00","1110,00","0,00",Eur / Tm.,,11-02-2013
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,11-02-2013
Oleaginosas,Colza,"0,00","0,00","0,00",Eur / Tm.,,11-02-2013
Forrajes,Forrajes (Avena),"0,00","0,00","0,00",Eur / Tm.,,11-02-2013
Oleaginosas,Guisantes,"0,00","0,00","0,00",Eur / Tm.,,11-02-2013
Forrajes,Alfalfa empacada,"0,00","0,00","0,00",Eur / Tm.,,11-02-2013
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,11-02-2013
Forrajes,Paja paquete pequeño,"56,00","55,00","-1,00",Eur / Tm.,,11-02-2013
Forrajes,Paja paquete grande,"53,00","52,00","-1,00",Eur / Tm.,,11-02-2013
Lechazo,Extra,"4,60","4,70","0,10",Eur / Kg. Vivo,,11-02-2013
Lechazo,Hasta 11 Kg,"3,75","3,85","0,10",Eur / Kg. Vivo,,11-02-2013
Lechazo,"11,01 a 13 KG.","3,29","3,49","0,20",Eur / Kg. Vivo,,11-02-2013
Lechazo,"13,01 a 15 KG.","2,95","3,05","0,10",Eur / Kg. Vivo,,11-02-2013
Cordero,"15,01 a 19 KG.","2,70","2,70","0,00",Eur / Kg. Vivo,,11-02-2013
Cordero,"19,01 a 23 KG.","2,41","2,41","0,00",Eur / Kg. Vivo,,11-02-2013
Cordero,"23,01 a 25,49 KG.","2,30","2,30","0,00",Eur / Kg. Vivo,,11-02-2013
Cordero,"25,5 a 28 KG.","2,20","2,20","0,00",Eur / Kg. Vivo,,11-02-2013
Cordero,"28,01 a 34 KG.","1,90","1,90","0,00",Eur / Kg. Vivo,,11-02-2013
Oveja,Sacrificio,"7,00 / 25,00","7,00 / 25,00","0,00",Eur / Unidad,,11-02-2013
Porcino blanco,Selecto,"1,34 / 1,35","1,35 / 1,36","0,01",Eur / Kg. Vivo,,11-02-2013
Oveja,Vida,"49,00 / 61,00","49,00 / 61,00","0,00",Eur / Unidad,,11-02-2013
Porcino blanco,Normal,"1,33 / 1,34","1,34 / 1,35","0,01",Eur / Kg. Vivo,,11-02-2013
Porcino blanco,Graso,"1,29 / 1,30","1,30 / 1,31","0,01",Eur / Kg. Vivo,,11-02-2013
Porcino blanco,Cerdas,"0,77 / 0,80","0,78 / 0,81","0,01",Eur / Kg. Vivo,,11-02-2013
Lechón,Selecto,"57,00","59,00","2,00",Eur / Unidad,,11-02-2013
Tostón, 4 A 6 Kg,"26,00","26,00","0,00",Eur / Unidad,,11-02-2013
Tostón,"6,01 A 8 Kg","28,00","28,00","0,00",Eur / Unidad,,11-02-2013
Porcino Ibérico,Bellota 160-170 Kg,"2,02 / 2,12","2,02 / 2,12","0,00",Eur / Kg. Vivo,,11-02-2013
Porcino Ibérico,Recebo 160-170 Kg,"1,90 / 2,01","1,90 / 2,01","0,00",Eur / Kg. Vivo,,11-02-2013
Porcino Ibérico,Pienso 150 Kg,"1,80 / 1,86","1,82 / 1,88","0,02",Eur / Kg. Vivo,,11-02-2013
Porcino Ibérico,Pienso 150 Kg extensivo,"1,83 / 1,89","1,85 / 1,91","0,02",Eur / Kg. Vivo,,11-02-2013
Porcino Ibérico,Lechones Hasta 23 Kg,"3,06 / 3,18","3,11 / 3,23","0,05",Eur / Kg. Vivo,,11-02-2013
Porcino Ibérico,Marranos 30 - 60 Kg,"2,55 / 2,65","2,60 / 2,70","0,05",Eur / Kg. Vivo,,11-02-2013
Porcino Ibérico,Primales,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,11-02-2013
Porcino Ibérico,Tostones 5 - 7 Kg,"22,00 / 24,00","22,00 / 24,00","0,00",Eur / Kg. Vivo,,11-02-2013
Ternero cruzado,Extra macho,"2,96","2,96","0,00",Eur / Kg. Vivo,,11-02-2013
Ternero cruzado,Extra hembra,"2,23","2,23","0,00",Eur / Kg. Vivo,,11-02-2013
Ternero cruzado,Primera macho,"2,77","2,77","0,00",Eur / Kg. Vivo,,11-02-2013
Porcino Ibérico,Reproductoras,"180,00 / 235,00","180,00 / 235,00","0,00",Eur / Kg. Vivo,,11-02-2013
Ternero cruzado,Primera hembra,"2,14","2,14","0,00",Eur / Kg. Vivo,,11-02-2013
Ternero cruzado,Segunda macho,"2,35","2,35","0,00",Eur / Kg. Vivo,,11-02-2013
Ternero cruzado,Segunda hembra,"1,76","1,76","0,00",Eur / Kg. Vivo,,11-02-2013
Ternero del país,Macho,"1,83","1,83","0,00",Eur / Kg. Vivo,,11-02-2013
Ternero del país,Hembra,"0,00","0,00","0,00",Eur / Kg. Vivo,,11-02-2013
