Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"193,00","189,00","-4,00",Eur / Tm.,,05-08-2013
Cereales,Trigo pienso,"188,00","182,00","-6,00",Eur / Tm.,,05-08-2013
Cereales,Cebada,"173,00","167,00","-6,00",Eur / Tm.,,05-08-2013
Cereales,Avena,"156,00","153,00","-3,00",Eur / Tm.,,05-08-2013
Cereales,Centeno,"159,00","156,00","-3,00",Eur / Tm.,,05-08-2013
Cereales,Maíz,"228,00","225,00","-3,00",Eur / Tm.,,05-08-2013
Leguminosas,Garbanzo pedrosillano,"0,00","0,00","0,00",Eur / Tm.,,05-08-2013
Leguminosas,Lenteja de Salamanca,"0,00","0,00","0,00",Eur / Tm.,,05-08-2013
Leguminosas,Lenteja armuña D.O.,"0,00","0,00","0,00",Eur / Tm.,,05-08-2013
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,05-08-2013
Oleaginosas,Colza,"335,00","332,00","-3,00",Eur / Tm.,,05-08-2013
Forrajes,Forrajes (Avena),"83,00","0,00","-83,00",Eur / Tm.,,05-08-2013
Oleaginosas,Guisantes,"238,00","237,00","-1,00",Eur / Tm.,,05-08-2013
Forrajes,Alfalfa empacada,"179,00","178,00","-1,00",Eur / Tm.,,05-08-2013
Forrajes,Veza henificada,"120,00","0,00","-120,00",Eur / Tm.,,05-08-2013
Forrajes,Paja paquete pequeño,"0,00","0,00","0,00",Eur / Tm.,,05-08-2013
Forrajes,Paja paquete grande,"27,00","27,00","0,00",Eur / Tm.,,05-08-2013
Lechazo,Extra,"6,05","6,35","0,30",Eur / Kg. Vivo,,05-08-2013
Lechazo,Hasta 11 Kg,"5,20","5,50","0,30",Eur / Kg. Vivo,,05-08-2013
Lechazo,"11,01 a 13 KG.","4,84","5,14","0,30",Eur / Kg. Vivo,,05-08-2013
Lechazo,"13,01 a 15 KG.","4,35","4,65","0,30",Eur / Kg. Vivo,,05-08-2013
Cordero,"15,01 a 19 KG.","3,60","3,75","0,15",Eur / Kg. Vivo,,05-08-2013
Cordero,"19,01 a 23 KG.","3,11","3,26","0,15",Eur / Kg. Vivo,,05-08-2013
Cordero,"23,01 a 25,49 KG.","2,85","3,00","0,15",Eur / Kg. Vivo,,05-08-2013
Cordero,"25,5 a 28 KG.","2,75","2,85","0,10",Eur / Kg. Vivo,,05-08-2013
Cordero,"28,01 a 34 KG.","2,55","2,65","0,10",Eur / Kg. Vivo,,05-08-2013
Oveja,Sacrificio,"7,00 / 25,00","7,00 / 25,00","0,00",Eur / Unidad,,05-08-2013
Porcino blanco,Selecto,"1,49 / 1,50","1,50 / 1,51","0,01",Eur / Kg. Vivo,,05-08-2013
Oveja,Vida,"49,00 / 61,00","49,00 / 61,00","0,00",Eur / Unidad,,05-08-2013
Porcino blanco,Normal,"1,48 / 1,49","1,49 / 1,50","0,01",Eur / Kg. Vivo,,05-08-2013
Porcino blanco,Graso,"1,44 / 1,45","1,45 / 1,46","0,01",Eur / Kg. Vivo,,05-08-2013
Porcino blanco,Cerdas,"0,84 / 0,87","0,84 / 0,87","0,00",Eur / Kg. Vivo,,05-08-2013
Lechón,Selecto,"50,00","49,00","-1,00",Eur / Unidad,,05-08-2013
Tostón, 4 A 6 Kg,"27,00","29,00","2,00",Eur / Unidad,,05-08-2013
Tostón,"6,01 A 8 Kg","29,00","32,00","3,00",Eur / Unidad,,05-08-2013
Porcino Ibérico,Bellota 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,05-08-2013
Porcino Ibérico,Recebo 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,05-08-2013
