Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"146,00","146,00","0,00",Eur / Tm.,,21-06-2010
Cereales,Trigo pienso,"141,00","141,00","0,00",Eur / Tm.,,21-06-2010
Cereales,Cebada,"121,00","121,00","0,00",Eur / Tm.,,21-06-2010
Cereales,Avena,"122,00","122,00","0,00",Eur / Tm.,,21-06-2010
Cereales,Centeno,"120,00","120,00","0,00",Eur / Tm.,,21-06-2010
Cereales,Maíz,"162,00","162,00","0,00",Eur / Tm.,,21-06-2010
Leguminosas,Garbanzo pedrosillano,"500,00","500,00","0,00",Eur / Tm.,,21-06-2010
Leguminosas,Lenteja de Salamanca,"1030,00","1030,00","0,00",Eur / Tm.,,21-06-2010
Leguminosas,Lenteja armuña D.O.,"1130,00","1130,00","0,00",Eur / Tm.,,21-06-2010
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,21-06-2010
Forrajes,Forrajes (Avena),"75,00","74,00","-1,00",Eur / Tm.,,21-06-2010
Forrajes,Alfalfa empacada,"140,00","140,00","0,00",Eur / Tm.,,21-06-2010
Forrajes,Veza henificada,"105,00","105,00","0,00",Eur / Tm.,,21-06-2010
Forrajes,Paja paquete pequeño,"0,00","0,00","0,00",Eur / Tm.,,21-06-2010
Forrajes,Paja paquete grande,"0,00","0,00","0,00",Eur / Tm.,,21-06-2010
Lechazo,Hasta 11 Kg,"4,00","4,20","0,20",Eur / Kg. Vivo,,21-06-2010
Lechazo,"11,01 a 13 KG.","3,85","4,05","0,20",Eur / Kg. Vivo,,21-06-2010
Lechazo,"13,01 a 15 KG.","3,15","3,35","0,20",Eur / Kg. Vivo,,21-06-2010
Cordero,"15,01 a 19 KG.","2,35","2,35","0,00",Eur / Kg. Vivo,,21-06-2010
Cordero,"19,01 a 23 KG.","2,25","2,25","0,00",Eur / Kg. Vivo,,21-06-2010
Cordero,"23,01 a 25,49 KG.","1,90","1,90","0,00",Eur / Kg. Vivo,,21-06-2010
Cordero,"25,5 a 28 KG.","1,85","1,85","0,00",Eur / Kg. Vivo,,21-06-2010
Cordero,"28,01 a 34 KG.","1,70","1,70","0,00",Eur / Kg. Vivo,,21-06-2010
Oveja,Sacrificio,"2,00 / 15,00","2,00 / 15,00","0,00",Eur / Unidad,,21-06-2010
Porcino blanco,Selecto,"1,27 / 1,28","1,28 / 1,29","0,01",Eur / Kg. Vivo,,21-06-2010
Oveja,Vida,"54,00 / 66,00","54,00 / 66,00","0,00",Eur / Unidad,,21-06-2010
Porcino blanco,Normal,"1,26 / 1,27","1,27 / 1,28","0,01",Eur / Kg. Vivo,,21-06-2010
Porcino blanco,Graso,"1,28 / 1,29","1,29 / 1,30","0,01",Eur / Kg. Vivo,,21-06-2010
Porcino blanco,Cerdas,"0,63 / 0,66","0,63 / 0,66","0,00",Eur / Kg. Vivo,,21-06-2010
Lechón,Selecto,"44,00","44,00","0,00",Eur / Unidad,,21-06-2010
Tostón, 4 A 6 Kg,"27,00","26,00","-1,00",Eur / Unidad,,21-06-2010
Tostón,"6,01 A 8 Kg","29,00","28,00","-1,00",Eur / Unidad,,21-06-2010
Porcino Ibérico,Bellota 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,21-06-2010
Porcino Ibérico,Recebo 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,21-06-2010
Porcino Ibérico,Pienso 150 Kg,"1,53 / 1,59","1,52 / 1,58","-0,01",Eur / Kg. Vivo,,21-06-2010
Porcino Ibérico,Pienso 150 Kg extensivo,"1,59 / 1,65","1,58 / 1,64","-0,01",Eur / Kg. Vivo,,21-06-2010
Porcino Ibérico,Lechones Hasta 23 Kg,"2,88 / 3,00","2,78 / 2,90","-0,10",Eur / Kg. Vivo,,21-06-2010
Porcino Ibérico,Marranos 30 - 60 Kg,"2,14 / 2,24","2,09 / 2,19","-0,05",Eur / Kg. Vivo,,21-06-2010
Porcino Ibérico,Primales,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,21-06-2010
Porcino Ibérico,Tostones 5 - 7 Kg,"26,00 / 28,00","25,00 / 27,00","-1,00",Eur / Kg. Vivo,,21-06-2010
