Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"146,00","146,00","0,00",Eur / Tm.,,06-02-2006
Cereales,Cebada,"144,00","143,00","-1,00",Eur / Tm.,,06-02-2006
Cereales,Avena,"145,00","145,00","0,00",Eur / Tm.,,06-02-2006
Cereales,Centeno,"0,00","0,00","0,00",Eur / Tm.,,06-02-2006
Cereales,Maíz,"141,00","141,00","0,00",Eur / Tm.,,06-02-2006
Leguminosas,Garbanzo pedrosillano,"600,00","600,00","0,00",Eur / Tm.,,06-02-2006
Leguminosas,Lenteja de Salamanca,"0,00","0,00","0,00",Eur / Tm.,,06-02-2006
Leguminosas,Lenteja de Salamanca,"0,00","0,00","0,00",Eur / Tm.,,06-02-2006
Forrajes,Forrajes (Avena),"0,00","0,00","0,00",Eur / Tm.,,06-02-2006
Forrajes,Alfalfa empacada,"0,00","0,00","0,00",Eur / Tm.,,06-02-2006
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,06-02-2006
Forrajes,Paja paquete pequeño,"0,00","0,00","0,00",Eur / Tm.,,06-02-2006
Forrajes,Paja paquete grande,"100,00","100,00","0,00",Eur / Tm.,,06-02-2006
Lechazo,Hasta 11 Kg,"2,90","2,90","0,00",Eur / Kg. Vivo,,06-02-2006
Lechazo,"11,01 a 13 KG.","2,80","2,80","0,00",Eur / Kg. Vivo,,06-02-2006
Lechazo,"13,01 a 15 KG.","2,60","2,60","0,00",Eur / Kg. Vivo,,06-02-2006
Cordero,"15,01 a 19 KG.","2,40","2,40","0,00",Eur / Kg. Vivo,,06-02-2006
Cordero,"19,01 a 23 KG.","2,20","2,20","0,00",Eur / Kg. Vivo,,06-02-2006
Cordero,"23,01 a 25,49 KG.","2,10","2,10","0,00",Eur / Kg. Vivo,,06-02-2006
Cordero,"25,5 a 28 KG.","1,90","1,90","0,00",Eur / Kg. Vivo,,06-02-2006
Cordero,"28,01 a 34 KG.","1,80","1,80","0,00",Eur / Kg. Vivo,,06-02-2006
Oveja,Sacrificio,"3,00 / 6,00","3,00 / 6,00","0,00",Eur / Unidad,,06-02-2006
Porcino blanco,Selecto,"1,12 / 1,13","1,15 / 1,16","0,03",Eur / Kg. Vivo,,06-02-2006
Porcino blanco,Normal,"1,11 / 1,12","1,14 / 1,15","0,03",Eur / Kg. Vivo,,06-02-2006
Oveja,Vida,"54,00 / 66,00","54,00 / 66,00","0,00",Eur / Unidad,,06-02-2006
Porcino blanco,Graso,"1,18 / 1,19","1,21 / 1,22","0,03",Eur / Kg. Vivo,,06-02-2006
Porcino blanco,Cerdas,"0,58 / 0,61","0,58 / 0,61","0,00",Eur / Kg. Vivo,,06-02-2006
Lechón,Selecto,"52,00","55,00","3,00",Eur / Unidad,,06-02-2006
Tostón, 4 A 6 Kg,"22,00","22,00","0,00",Eur / Unidad,,06-02-2006
Tostón,"6,01 A 8 Kg","25,00","25,00","0,00",Eur / Unidad,,06-02-2006
Porcino Ibérico,Bellota 160-170 Kg,"2,30 / 2,48","2,30 / 2,48","0,00",Eur / Kg. Vivo,,06-02-2006
Porcino Ibérico,Recebo 160-170 Kg,"1,89 / 2,19","1,89 / 2,19","0,00",Eur / Kg. Vivo,,06-02-2006
Porcino Ibérico,Pienso 150 Kg,"1,68 / 1,74","1,68 / 1,74","0,00",Eur / Kg. Vivo,,06-02-2006
Porcino Ibérico,Pienso 150 Kg extensivo,"1,74 / 1,80","1,74 / 1,80","0,00",Eur / Kg. Vivo,,06-02-2006
Porcino Ibérico,Lechones Hasta 23 Kg,"3,36 / 3,48","3,36 / 3,48","0,00",Eur / Kg. Vivo,,06-02-2006
Porcino Ibérico,Marranos 30 - 60 Kg,"2,26 / 2,38","2,26 / 2,38","0,00",Eur / Kg. Vivo,,06-02-2006
Porcino Ibérico,Primales,"1,82 / 1,94","1,82 / 1,94","0,00",Eur / Kg. Vivo,,06-02-2006
Porcino Ibérico,Tostones 5 - 7 Kg,"30,00 / 40,00","30,00 / 40,00","0,00",Eur / Kg. Vivo,,06-02-2006
Ternero cruzado,Extra macho,"2,71","2,74","0,03",Eur / Kg. Vivo,,06-02-2006
Ternero cruzado,Extra hembra,"2,19","2,22","0,03",Eur / Kg. Vivo,,06-02-2006
Ternero cruzado,Primera macho,"2,58","2,61","0,03",Eur / Kg. Vivo,,06-02-2006
Porcino Ibérico,Reproductoras,"220,25 / 340,45","220,00 / 340,00","-0,25",Eur / Kg. Vivo,,06-02-2006
