Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"249,00","250,00","1,00",Eur / Tm.,,03-09-2012
Cereales,Cebada,"233,00","234,00","1,00",Eur / Tm.,,03-09-2012
Cereales,Trigo pienso,"247,00","248,00","1,00",Eur / Tm.,,03-09-2012
Cereales,Avena,"236,00","238,00","2,00",Eur / Tm.,,03-09-2012
Cereales,Centeno,"234,00","235,00","1,00",Eur / Tm.,,03-09-2012
Cereales,Maíz,"261,00","261,00","0,00",Eur / Tm.,,03-09-2012
Leguminosas,Garbanzo pedrosillano,"740,00","740,00","0,00",Eur / Tm.,,03-09-2012
Leguminosas,Lenteja de Salamanca,"1070,00","1070,00","0,00",Eur / Tm.,,03-09-2012
Leguminosas,Lenteja armuña D.O.,"1270,00","1270,00","0,00",Eur / Tm.,,03-09-2012
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,03-09-2012
Forrajes,Forrajes (Avena),"0,00","0,00","0,00",Eur / Tm.,,03-09-2012
Forrajes,Alfalfa empacada,"191,00","191,00","0,00",Eur / Tm.,,03-09-2012
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,03-09-2012
Forrajes,Paja paquete pequeño,"58,00","56,00","-2,00",Eur / Tm.,,03-09-2012
Forrajes,Paja paquete grande,"55,00","53,00","-2,00",Eur / Tm.,,03-09-2012
Lechazo,Extra,"6,50","6,50","0,00",Eur / Kg. Vivo,,03-09-2012
Lechazo,Hasta 11 Kg,"5,65","5,65","0,00",Eur / Kg. Vivo,,03-09-2012
Lechazo,"11,01 a 13 KG.","5,19","5,19","0,00",Eur / Kg. Vivo,,03-09-2012
Lechazo,"13,01 a 15 KG.","4,80","4,80","0,00",Eur / Kg. Vivo,,03-09-2012
Cordero,"15,01 a 19 KG.","3,55","3,55","0,00",Eur / Kg. Vivo,,03-09-2012
Cordero,"19,01 a 23 KG.","3,21","3,21","0,00",Eur / Kg. Vivo,,03-09-2012
Cordero,"23,01 a 25,49 KG.","3,10","3,10","0,00",Eur / Kg. Vivo,,03-09-2012
Cordero,"25,5 a 28 KG.","3,00","3,00","0,00",Eur / Kg. Vivo,,03-09-2012
Cordero,"28,01 a 34 KG.","2,70","2,70","0,00",Eur / Kg. Vivo,,03-09-2012
Porcino blanco,Selecto,"1,46 / 1,47","1,49 / 1,50","0,03",Eur / Kg. Vivo,,03-09-2012
Oveja,Sacrificio,"7,00 / 25,00","7,00 / 25,00","0,00",Eur / Unidad,,03-09-2012
Porcino blanco,Normal,"1,45 / 1,46","1,48 / 1,49","0,03",Eur / Kg. Vivo,,03-09-2012
Oveja,Vida,"49,00 / 61,00","49,00 / 61,00","0,00",Eur / Unidad,,03-09-2012
Porcino blanco,Graso,"1,41 / 1,42","1,44 / 1,45","0,03",Eur / Kg. Vivo,,03-09-2012
Porcino blanco,Cerdas,"0,81 / 0,84","0,83 / 0,86","0,02",Eur / Kg. Vivo,,03-09-2012
Lechón,Selecto,"45,00","47,00","2,00",Eur / Unidad,,03-09-2012
Tostón, 4 A 6 Kg,"22,00","22,00","0,00",Eur / Unidad,,03-09-2012
Tostón,"6,01 A 8 Kg","24,00","24,00","0,00",Eur / Unidad,,03-09-2012
Porcino Ibérico,Bellota 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,03-09-2012
Porcino Ibérico,Recebo 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,03-09-2012
Porcino Ibérico,Pienso 150 Kg,"1,55 / 1,61","1,58 / 1,64","0,03",Eur / Kg. Vivo,,03-09-2012
Porcino Ibérico,Pienso 150 Kg extensivo,"1,63 / 1,69","1,66 / 1,72","0,03",Eur / Kg. Vivo,,03-09-2012
Porcino Ibérico,Lechones Hasta 23 Kg,"1,84 / 1,96","1,94 / 2,06","0,10",Eur / Kg. Vivo,,03-09-2012
Porcino Ibérico,Marranos 30 - 60 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,03-09-2012
Porcino Ibérico,Primales,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,03-09-2012
Porcino Ibérico,Tostones 5 - 7 Kg,"18,00 / 20,00","18,00 / 20,00","0,00",Eur / Kg. Vivo,,03-09-2012
Ternero cruzado,Extra macho,"2,87","2,87","0,00",Eur / Kg. Vivo,,03-09-2012
Ternero cruzado,Extra hembra,"2,11","2,11","0,00",Eur / Kg. Vivo,,03-09-2012
Ternero cruzado,Primera macho,"2,68","2,68","0,00",Eur / Kg. Vivo,,03-09-2012
Porcino Ibérico,Reproductoras,"140,00 / 195,00","140,00 / 195,00","0,00",Eur / Kg. Vivo,,03-09-2012
Ternero cruzado,Primera hembra,"2,02","2,02","0,00",Eur / Kg. Vivo,,03-09-2012
Ternero cruzado,Segunda macho,"2,26","2,26","0,00",Eur / Kg. Vivo,,03-09-2012
Ternero cruzado,Segunda hembra,"1,64","1,64","0,00",Eur / Kg. Vivo,,03-09-2012
Ternero del país,Macho,"1,74","1,74","0,00",Eur / Kg. Vivo,,03-09-2012
Ternero del país,Hembra,"0,00","0,00","0,00",Eur / Kg. Vivo,,03-09-2012
Bovino menor 12 meses,Especial macho,"4,19","4,19","0,00",Eur / Kg. Canal,,03-09-2012
Bovino menor 12 meses,Especial hembra  de 180 a 220 Kg.,"4,14","4,17","0,03",Eur / Kg. Canal,,03-09-2012
Bovino menor 12 meses,Extra macho,"4,13","4,13","0,00",Eur / Kg. Canal,,03-09-2012
Bovino menor 12 meses,Extra hembra   de 180 a 220 Kg.,"4,08","4,11","0,03",Eur / Kg. Canal,,03-09-2012
Bovino menor 12 meses,Primera macho ,"3,95","3,95","0,00",Eur / Kg. Canal,,03-09-2012
