Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"183,00","183,00","0,00",Eur / Tm.,,21-05-2007
Cereales,Trigo pienso,"183,00","183,00","0,00",Eur / Tm.,,21-05-2007
Cereales,Cebada,"181,00","181,00","0,00",Eur / Tm.,,21-05-2007
Cereales,Avena,"140,00","140,00","0,00",Eur / Tm.,,21-05-2007
Cereales,Centeno,"0,00","0,00","0,00",Eur / Tm.,,21-05-2007
Cereales,Maíz,"182,00","182,00","0,00",Eur / Tm.,,21-05-2007
Leguminosas,Garbanzo pedrosillano,"700,00","700,00","0,00",Eur / Tm.,,21-05-2007
Leguminosas,Lenteja de Salamanca,"1230,00","1230,00","0,00",Eur / Tm.,,21-05-2007
Leguminosas,Lenteja armuña D.O.,"1310,00","1310,00","0,00",Eur / Tm.,,21-05-2007
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,21-05-2007
Forrajes,Forrajes (Avena),"0,00","0,00","0,00",Eur / Tm.,,21-05-2007
Forrajes,Alfalfa empacada,"135,00","135,00","0,00",Eur / Tm.,,21-05-2007
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,21-05-2007
Forrajes,Paja paquete pequeño,"0,00","0,00","0,00",Eur / Tm.,,21-05-2007
Forrajes,Paja paquete grande,"40,00","40,00","0,00",Eur / Tm.,,21-05-2007
Lechazo,Hasta 11 Kg,"3,35","3,35","0,00",Eur / Kg. Vivo,,21-05-2007
Lechazo,"11,01 a 13 KG.","3,20","3,20","0,00",Eur / Kg. Vivo,,21-05-2007
Lechazo,"13,01 a 15 KG.","2,60","2,60","0,00",Eur / Kg. Vivo,,21-05-2007
Cordero,"15,01 a 19 KG.","2,30","2,30","0,00",Eur / Kg. Vivo,,21-05-2007
Cordero,"19,01 a 23 KG.","2,10","2,10","0,00",Eur / Kg. Vivo,,21-05-2007
Cordero,"23,01 a 25,49 KG.","1,95","1,95","0,00",Eur / Kg. Vivo,,21-05-2007
Cordero,"25,5 a 28 KG.","1,85","1,85","0,00",Eur / Kg. Vivo,,21-05-2007
Cordero,"28,01 a 34 KG.","1,70","1,70","0,00",Eur / Kg. Vivo,,21-05-2007
Oveja,Sacrificio,"3,00 / 6,00","3,00 / 6,00","0,00",Eur / Unidad,,21-05-2007
Porcino blanco,Selecto,"1,08 / 1,09","1,09 / 1,10","0,01",Eur / Kg. Vivo,,21-05-2007
Oveja,Vida,"54,00 / 66,00","54,00 / 66,00","0,00",Eur / Unidad,,21-05-2007
Porcino blanco,Normal,"1,07 / 1,08","1,08 / 1,09","0,01",Eur / Kg. Vivo,,21-05-2007
Porcino blanco,Graso,"1,13 / 1,14","1,14 / 1,15","0,01",Eur / Kg. Vivo,,21-05-2007
Porcino blanco,Cerdas,"0,51 / 0,54","0,50 / 0,53","-0,01",Eur / Kg. Vivo,,21-05-2007
Lechón,Selecto,"32,00","30,00","-2,00",Eur / Unidad,,21-05-2007
Tostón, 4 A 6 Kg,"17,00","17,00","0,00",Eur / Unidad,,21-05-2007
Tostón,"6,01 A 8 Kg","20,00","20,00","0,00",Eur / Unidad,,21-05-2007
Porcino Ibérico,Bellota 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,21-05-2007
Porcino Ibérico,Recebo 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,21-05-2007
Porcino Ibérico,Pienso 150 Kg,"1,41 / 1,47","1,41 / 1,47","0,00",Eur / Kg. Vivo,,21-05-2007
Porcino Ibérico,Pienso 150 Kg extensivo,"1,47 / 1,53","1,47 / 1,53","0,00",Eur / Kg. Vivo,,21-05-2007
Porcino Ibérico,Lechones Hasta 23 Kg,"2,28 / 2,40","2,22 / 2,34","-0,06",Eur / Kg. Vivo,,21-05-2007
Porcino Ibérico,Marranos 30 - 60 Kg,"2,05 / 2,17","2,05 / 2,17","0,00",Eur / Kg. Vivo,,21-05-2007
Porcino Ibérico,Primales,"1,99 / 2,11","1,99 / 2,11","0,00",Eur / Kg. Vivo,,21-05-2007
Porcino Ibérico,Tostones 5 - 7 Kg,"20,00 / 30,00","20,00 / 30,00","0,00",Eur / Kg. Vivo,,21-05-2007
Ternero cruzado,Extra macho,"2,83","2,80","-0,03",Eur / Kg. Vivo,,21-05-2007
Ternero cruzado,Extra hembra,"2,31","2,28","-0,03",Eur / Kg. Vivo,,21-05-2007
Ternero cruzado,Primera macho,"2,70","2,67","-0,03",Eur / Kg. Vivo,,21-05-2007
Porcino Ibérico,Reproductoras,"220,00 / 340,00","220,00 / 340,00","0,00",Eur / Kg. Vivo,,21-05-2007
