Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"244,00","244,00","0,00",Eur / Tm.,,14-02-2011
Cereales,Trigo pienso,"238,00","238,00","0,00",Eur / Tm.,,14-02-2011
Cereales,Cebada,"224,00","222,00","-2,00",Eur / Tm.,,14-02-2011
Cereales,Avena,"216,00","218,00","2,00",Eur / Tm.,,14-02-2011
Cereales,Centeno,"210,00","210,00","0,00",Eur / Tm.,,14-02-2011
Cereales,Maíz,"233,00","232,00","-1,00",Eur / Tm.,,14-02-2011
Leguminosas,Garbanzo pedrosillano,"500,00","500,00","0,00",Eur / Tm.,,14-02-2011
Leguminosas,Lenteja de Salamanca,"1230,00","1200,00","-30,00",Eur / Tm.,,14-02-2011
Leguminosas,Lenteja armuña D.O.,"1430,00","1400,00","-30,00",Eur / Tm.,,14-02-2011
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,14-02-2011
Forrajes,Forrajes (Avena),"0,00","0,00","0,00",Eur / Tm.,,14-02-2011
Forrajes,Alfalfa empacada,"0,00","0,00","0,00",Eur / Tm.,,14-02-2011
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,14-02-2011
Forrajes,Paja paquete pequeño,"52,00","52,00","0,00",Eur / Tm.,,14-02-2011
Forrajes,Paja paquete grande,"49,00","49,00","0,00",Eur / Tm.,,14-02-2011
Lechazo,Extra,"4,30","4,30","0,00",Eur / Kg. Vivo,,14-02-2011
Lechazo,Hasta 11 Kg,"3,60","3,60","0,00",Eur / Kg. Vivo,,14-02-2011
Lechazo,"11,01 a 13 KG.","3,49","3,49","0,00",Eur / Kg. Vivo,,14-02-2011
Lechazo,"13,01 a 15 KG.","2,88","2,88","0,00",Eur / Kg. Vivo,,14-02-2011
Cordero,"15,01 a 19 KG.","2,78","2,78","0,00",Eur / Kg. Vivo,,14-02-2011
Cordero,"19,01 a 23 KG.","2,41","2,41","0,00",Eur / Kg. Vivo,,14-02-2011
Cordero,"23,01 a 25,49 KG.","2,41","2,41","0,00",Eur / Kg. Vivo,,14-02-2011
Cordero,"25,5 a 28 KG.","2,21","2,21","0,00",Eur / Kg. Vivo,,14-02-2011
Cordero,"28,01 a 34 KG.","2,01","2,01","0,00",Eur / Kg. Vivo,,14-02-2011
Oveja,Sacrificio,"5,00 / 18,00","5,00 / 18,00","0,00",Eur / Unidad,,14-02-2011
Porcino blanco,Selecto,"1,18 / 1,19","1,22 / 1,23","0,04",Eur / Kg. Vivo,,14-02-2011
Porcino blanco,Normal,"1,17 / 1,18","1,21 / 1,22","0,04",Eur / Kg. Vivo,,14-02-2011
Oveja,Vida,"54,00 / 66,00","54,00 / 66,00","0,00",Eur / Unidad,,14-02-2011
Porcino blanco,Graso,"1,19 / 1,20","1,23 / 1,24","0,04",Eur / Kg. Vivo,,14-02-2011
Porcino blanco,Cerdas,"0,52 / 0,55","0,55 / 0,58","0,03",Eur / Kg. Vivo,,14-02-2011
Lechón,Selecto,"43,00","48,00","5,00",Eur / Unidad,,14-02-2011
Tostón, 4 A 6 Kg,"18,00","19,00","1,00",Eur / Unidad,,14-02-2011
Tostón,"6,01 A 8 Kg","20,00","21,00","1,00",Eur / Unidad,,14-02-2011
Porcino Ibérico,Bellota 160-170 Kg,"1,85 / 2,05","1,85 / 2,05","0,00",Eur / Kg. Vivo,,14-02-2011
Porcino Ibérico,Recebo 160-170 Kg,"1,68 / 1,85","1,68 / 1,85","0,00",Eur / Kg. Vivo,,14-02-2011
Porcino Ibérico,Pienso 150 Kg,"1,51 / 1,57","1,51 / 1,57","0,00",Eur / Kg. Vivo,,14-02-2011
