Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"200,00","200,00","0,00",Eur / Tm.,,28-04-2014
Cereales,Trigo pienso,"195,00","195,00","0,00",Eur / Tm.,,28-04-2014
Cereales,Cebada,"164,00","164,00","0,00",Eur / Tm.,,28-04-2014
Cereales,Avena,"159,00","159,00","0,00",Eur / Tm.,,28-04-2014
Cereales,Centeno,"159,00","159,00","0,00",Eur / Tm.,,28-04-2014
Cereales,Maíz,"190,00","190,00","0,00",Eur / Tm.,,28-04-2014
Leguminosas,Garbanzo pedrosillano,"580,00","580,00","0,00",Eur / Tm.,,28-04-2014
Leguminosas,Lenteja de Salamanca,"530,00","530,00","0,00",Eur / Tm.,,28-04-2014
Leguminosas,Lenteja armuña D.O.,"830,00","830,00","0,00",Eur / Tm.,,28-04-2014
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,28-04-2014
Oleaginosas,Colza,"0,00","0,00","0,00",Eur / Tm.,,28-04-2014
Forrajes,Forrajes (Avena),"0,00","0,00","0,00",Eur / Tm.,,28-04-2014
Oleaginosas,Guisantes,"0,00","0,00","0,00",Eur / Tm.,,28-04-2014
Forrajes,Alfalfa empacada,"0,00","0,00","0,00",Eur / Tm.,,28-04-2014
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,28-04-2014
Forrajes,Paja paquete pequeño,"0,00","0,00","0,00",Eur / Tm.,,28-04-2014
Forrajes,Paja paquete grande,"33,00","33,00","0,00",Eur / Tm.,,28-04-2014
Lechazo,Extra,"4,25","4,50","0,25",Eur / Kg. Vivo,,28-04-2014
Lechazo,Hasta 11 Kg,"3,85","4,10","0,25",Eur / Kg. Vivo,,28-04-2014
Lechazo,"11,01 a 13 KG.","3,80","4,00","0,20",Eur / Kg. Vivo,,28-04-2014
Lechazo,"13,01 a 15 KG.","3,45","3,65","0,20",Eur / Kg. Vivo,,28-04-2014
Cordero,"15,01 a 19 KG.","3,30","3,45","0,15",Eur / Kg. Vivo,,28-04-2014
Cordero,"19,01 a 23 KG.","2,86","3,01","0,15",Eur / Kg. Vivo,,28-04-2014
Cordero,"23,01 a 25,49 KG.","2,75","2,90","0,15",Eur / Kg. Vivo,,28-04-2014
