Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"196,00","196,00","0,00",Eur / Tm.,,26-01-2015
Cereales,Trigo pienso,"189,00","189,00","0,00",Eur / Tm.,,26-01-2015
Cereales,Cebada,"180,00","180,00","0,00",Eur / Tm.,,26-01-2015
Cereales,Avena,"176,00","177,00","1,00",Eur / Tm.,,26-01-2015
Cereales,Centeno,"165,00","166,00","1,00",Eur / Tm.,,26-01-2015
Cereales,Maíz,"171,00","171,00","0,00",Eur / Tm.,,26-01-2015
Leguminosas,Garbanzo pedrosillano,"510,00","510,00","0,00",Eur / Tm.,,26-01-2015
Leguminosas,Lenteja de Salamanca,"780,00","780,00","0,00",Eur / Tm.,,26-01-2015
Leguminosas,Lenteja armuña D.O.,"1080,00","1080,00","0,00",Eur / Tm.,,26-01-2015
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,26-01-2015
Oleaginosas,Colza,"0,00","0,00","0,00",Eur / Tm.,,26-01-2015
Forrajes,Forrajes (Avena),"0,00","0,00","0,00",Eur / Tm.,,26-01-2015
Oleaginosas,Guisantes,"0,00","0,00","0,00",Eur / Tm.,,26-01-2015
Forrajes,Alfalfa empacada,"0,00","0,00","0,00",Eur / Tm.,,26-01-2015
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,26-01-2015
Forrajes,Paja paquete pequeño,"0,00","0,00","0,00",Eur / Tm.,,26-01-2015
Forrajes,Paja paquete grande,"36,00","37,00","1,00",Eur / Tm.,,26-01-2015
Lechazo,Extra,"4,30","4,30","0,00",Eur / Kg. Vivo,,26-01-2015
Lechazo,Hasta 11 Kg,"3,70","3,70","0,00",Eur / Kg. Vivo,,26-01-2015
Lechazo,"11,01 a 13 KG.","3,65","3,65","0,00",Eur / Kg. Vivo,,26-01-2015
Lechazo,"13,01 a 15 KG.","3,00","3,25","0,25",Eur / Kg. Vivo,,26-01-2015
Cordero,"15,01 a 19 KG.","3,00","3,15","0,15",Eur / Kg. Vivo,,26-01-2015
Cordero,"19,01 a 23 KG.","2,66","2,66","0,00",Eur / Kg. Vivo,,26-01-2015
Cordero,"23,01 a 25,49 KG.","2,85","2,85","0,00",Eur / Kg. Vivo,,26-01-2015
Cordero,"25,5 a 28 KG.","2,60","2,60","0,00",Eur / Kg. Vivo,,26-01-2015
Cordero,"28,01 a 34 KG.","2,50","2,50","0,00",Eur / Kg. Vivo,,26-01-2015
Oveja,Sacrificio,"10,00 / 35,00","10,00 / 35,00","0,00",Eur / Unidad,,26-01-2015
Porcino blanco,Selecto,"1,02 / 1,03","1,03 / 1,04","0,01",Eur / Kg. Vivo,,26-01-2015
Oveja,Vida,"55,00 / 75,00","55,00 / 75,00","0,00",Eur / Unidad,,26-01-2015
Porcino blanco,Normal,"1,01 / 1,02","1,02 / 1,03","0,01",Eur / Kg. Vivo,,26-01-2015
Porcino blanco,Graso,"0,97 / 0,98","0,98 / 0,99","0,01",Eur / Kg. Vivo,,26-01-2015
Porcino blanco,Cerdas,"0,50 / 0,53","0,48 / 0,51","-0,02",Eur / Kg. Vivo,,26-01-2015
Lechón,Selecto,"45,00","46,00","1,00",Eur / Unidad,,26-01-2015
Tostón, 4 A 6 Kg,"24,00","23,00","-1,00",Eur / Unidad,,26-01-2015
Tostón,"6,01 A 8 Kg","26,00","25,00","-1,00",Eur / Unidad,,26-01-2015
Porcino Ibérico,Bellota 50% IB,"2,60 / 2,78","2,60 / 2,78","0,00",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Recebo,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Cebo de campo,"2,09 / 2,15","2,08 / 2,14","-0,01",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Cebo,"2,01 / 2,07","2,00 / 2,06","-0,01",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Lechones hasta 23 Kg (Gran partida),"2,98 / 3,10","3,01 / 3,13","0,03",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Lechones hasta 23 kg (Recogida),"2,65 / 2,77","2,68 / 2,80","0,03",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Marranos 30 - 60 Kg,"2,20 / 2,55","2,20 / 2,55","0,00",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Primales,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,26-01-2015
Ternero cruzado,Extra macho,"0,00","0,00","0,00",Eur / Kg. Vivo,,26-01-2015
Ternero cruzado,Extra hembra,"0,00","0,00","0,00",Eur / Kg. Vivo,,26-01-2015
Ternero cruzado,Primera macho,"2,78","2,81","0,03",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Tostones (5 - 8 Kg),"21,00 / 23,00","20,00 / 22,00","-1,00",Eur / Unidad,,26-01-2015
Ternero cruzado,Primera hembra,"2,35","2,38","0,03",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Tostones (9 - 12 Kg),"24,00 / 29,00","23,00 / 28,00","-1,00",Eur / Unidad,,26-01-2015
Ternero cruzado,Segunda macho,"2,50","2,53","0,03",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Reproductoras < de 6 meses,"250,00 / 300,00","250,00 / 300,00","0,00",Eur / Unidad,,26-01-2015
Ternero cruzado,Segunda hembra,"2,23","2,26","0,03",Eur / Kg. Vivo,,26-01-2015
Porcino Ibérico,Reproductoras > de 6 meses,"405,00 / 455,00","405,00 / 455,00","0,00",Eur / Unidad,,26-01-2015
Ternero del país,Macho,"1,59","1,62","0,03",Eur / Kg. Vivo,,26-01-2015
Ternero del país,Hembra,"0,00","0,00","0,00",Eur / Kg. Vivo,,26-01-2015
Bovino menor 12 meses,Especial macho,"4,04","4,07","0,03",Eur / Kg. Canal,,26-01-2015
Bovino menor 12 meses,Especial hembra  de 180 a 220 Kg.,"4,32","4,32","0,00",Eur / Kg. Canal,,26-01-2015
Bovino menor 12 meses,Extra macho,"3,98","4,01","0,03",Eur / Kg. Canal,,26-01-2015
Bovino menor 12 meses,Extra hembra   de 180 a 220 Kg.,"4,26","4,26","0,00",Eur / Kg. Canal,,26-01-2015
Bovino menor 12 meses,Primera macho ,"3,80","3,83","0,03",Eur / Kg. Canal,,26-01-2015
Bovino menor 12 meses,Primera hembra   de 180 a 220 Kg.,"4,17","4,17","0,00",Eur / Kg. Canal,,26-01-2015
Bovino menor 12 meses,Segunda macho,"3,51","3,54","0,03",Eur / Kg. Canal,,26-01-2015
Bovino menor 12 meses,Segunda hembra  de 180 a 220 Kg.,"4,08","4,08","0,00",Eur / Kg. Canal,,26-01-2015
Ternera mayor 12 meses,Especial menor 270 Kg,"4,18","4,18","0,00",Eur / Kg. Canal,,26-01-2015
Ternera mayor 12 meses,Especial mayor 270 Kg,"3,97","3,97","0,00",Eur / Kg. Canal,,26-01-2015
Ternera mayor 12 meses,Extra menor  270 Kg,"4,15","4,15","0,00",Eur / Kg. Canal,,26-01-2015
Ternera mayor 12 meses,Extra mayor 270 Kg,"3,91","3,91","0,00",Eur / Kg. Canal,,26-01-2015
Ternera mayor 12 meses,Primera menor 270 Kg,"4,06","4,06","0,00",Eur / Kg. Canal,,26-01-2015
Ternera mayor 12 meses,Primera mayor  270 Kg,"3,82","3,82","0,00",Eur / Kg. Canal,,26-01-2015
Ternera mayor 12 meses,Segunda menor 270 Kg,"3,88","3,88","0,00",Eur / Kg. Canal,,26-01-2015
Ternera mayor 12 meses,segunda mayor  270 Kg,"3,64","3,64","0,00",Eur / Kg. Canal,,26-01-2015
Añojo,Especial menor 350 Kg,"3,87","3,93","0,06",Eur / Kg. Canal,,26-01-2015
Añojo,Especial mayor 350 Kg,"3,75","3,81","0,06",Eur / Kg. Canal,,26-01-2015
Añojo,Extra menor 350 Kg,"3,81","3,87","0,06",Eur / Kg. Canal,,26-01-2015
Añojo,Extra mayor 350 Kg,"3,69","3,75","0,06",Eur / Kg. Canal,,26-01-2015
Añojo,Primera menor 350 Kg,"3,69","3,75","0,06",Eur / Kg. Canal,,26-01-2015
Añojo,Primera mayor 350 Kg,"3,53","3,59","0,06",Eur / Kg. Canal,,26-01-2015
Añojo,Segunda menor 350 Kg,"3,44","3,50","0,06",Eur / Kg. Canal,,26-01-2015
Añojo,Segunda mayor 350 Kg,"3,35","3,41","0,06",Eur / Kg. Canal,,26-01-2015
Erales,Extra,"2,64","2,70","0,06",Eur / Kg. Canal,,26-01-2015
Erales,Primera,"2,09","2,15","0,06",Eur / Kg. Canal,,26-01-2015
Erales,Segunda,"1,61","1,67","0,06",Eur / Kg. Canal,,26-01-2015
Novillos,Extra,"2,28","2,34","0,06",Eur / Kg. Canal,,26-01-2015
Novillos,Primera,"1,98","2,04","0,06",Eur / Kg. Canal,,26-01-2015
Novillos,Segunda,"1,49","1,55","0,06",Eur / Kg. Canal,,26-01-2015
Toro,Extra,"2,25","2,25","0,00",Eur / Kg. Canal,,26-01-2015
Toro,Primera,"1,86","1,86","0,00",Eur / Kg. Canal,,26-01-2015
Toro,Segunda,"1,58","1,58","0,00",Eur / Kg. Canal,,26-01-2015
Vaca,Extra,"2,98","3,01","0,03",Eur / Kg. Canal,,26-01-2015
Vaca,Primera,"2,37","2,40","0,03",Eur / Kg. Canal,,26-01-2015
Vaca,Segunda,"1,89","1,92","0,03",Eur / Kg. Canal,,26-01-2015
Vaca,Tercera,"1,62","1,65","0,03",Eur / Kg. Canal,,26-01-2015
Vaca,Fábrica,"1,32","1,35","0,03",Eur / Kg. Canal,,26-01-2015
Jamón Ibérico en Sangre,Bellota 100% IB,"11,50 / 12,75","11,50 / 12,75","0,00",Eur / Kg.,,26-01-2015
Jamón Ibérico en Sangre,Cebo de campo,"6,80 / 7,30","6,80 / 7,30","0,00",Eur / Kg.,,26-01-2015
