Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"251,00","251,00","0,00",Eur / Tm.,,08-10-2012
Cereales,Cebada,"235,00","235,00","0,00",Eur / Tm.,,08-10-2012
Cereales,Trigo pienso,"249,00","249,00","0,00",Eur / Tm.,,08-10-2012
Cereales,Avena,"239,00","239,00","0,00",Eur / Tm.,,08-10-2012
Cereales,Centeno,"235,00","235,00","0,00",Eur / Tm.,,08-10-2012
Cereales,Maíz,"246,00","243,00","-3,00",Eur / Tm.,,08-10-2012
Leguminosas,Garbanzo pedrosillano,"740,00","740,00","0,00",Eur / Tm.,,08-10-2012
Leguminosas,Lenteja de Salamanca,"1070,00","1070,00","0,00",Eur / Tm.,,08-10-2012
Leguminosas,Lenteja armuña D.O.,"1270,00","1270,00","0,00",Eur / Tm.,,08-10-2012
Oleaginosas,Girasol,"532,00","514,00","-18,00",Eur / Tm.,,08-10-2012
Forrajes,Forrajes (Avena),"0,00","0,00","0,00",Eur / Tm.,,08-10-2012
Forrajes,Alfalfa empacada,"191,00","0,00","-191,00",Eur / Tm.,,08-10-2012
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,08-10-2012
Forrajes,Paja paquete pequeño,"52,00","52,00","0,00",Eur / Tm.,,08-10-2012
Forrajes,Paja paquete grande,"49,00","49,00","0,00",Eur / Tm.,,08-10-2012
Lechazo,Extra,"6,20","6,20","0,00",Eur / Kg. Vivo,,08-10-2012
Lechazo,Hasta 11 Kg,"5,35","5,35","0,00",Eur / Kg. Vivo,,08-10-2012
Lechazo,"11,01 a 13 KG.","4,89","4,89","0,00",Eur / Kg. Vivo,,08-10-2012
Lechazo,"13,01 a 15 KG.","4,50","4,50","0,00",Eur / Kg. Vivo,,08-10-2012
Cordero,"15,01 a 19 KG.","3,65","3,65","0,00",Eur / Kg. Vivo,,08-10-2012
Cordero,"19,01 a 23 KG.","3,31","3,31","0,00",Eur / Kg. Vivo,,08-10-2012
Cordero,"23,01 a 25,49 KG.","3,20","3,20","0,00",Eur / Kg. Vivo,,08-10-2012
Cordero,"25,5 a 28 KG.","3,10","3,10","0,00",Eur / Kg. Vivo,,08-10-2012
Cordero,"28,01 a 34 KG.","2,80","2,80","0,00",Eur / Kg. Vivo,,08-10-2012
Porcino blanco,Selecto,"1,51 / 1,52","1,51 / 1,52","0,00",Eur / Kg. Vivo,,08-10-2012
Oveja,Sacrificio,"7,00 / 25,00","7,00 / 25,00","0,00",Eur / Unidad,,08-10-2012
