Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"150,00","150,00","0,00",Eur / Tm.,,23-03-2009
Cereales,Trigo pienso,"132,00","132,00","0,00",Eur / Tm.,,23-03-2009
Cereales,Cebada,"125,00","125,00","0,00",Eur / Tm.,,23-03-2009
Cereales,Avena,"125,00","125,00","0,00",Eur / Tm.,,23-03-2009
Cereales,Centeno,"125,00","125,00","0,00",Eur / Tm.,,23-03-2009
Cereales,Maíz,"146,00","146,00","0,00",Eur / Tm.,,23-03-2009
Leguminosas,Garbanzo pedrosillano,"650,00","650,00","0,00",Eur / Tm.,,23-03-2009
Leguminosas,Lenteja de Salamanca,"970,00","970,00","0,00",Eur / Tm.,,23-03-2009
Leguminosas,Lenteja armuña D.O.,"1070,00","1070,00","0,00",Eur / Tm.,,23-03-2009
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,23-03-2009
Forrajes,Forrajes (Avena),"0,00","0,00","0,00",Eur / Tm.,,23-03-2009
Forrajes,Alfalfa empacada,"0,00","0,00","0,00",Eur / Tm.,,23-03-2009
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,23-03-2009
Forrajes,Paja paquete pequeño,"36,00","36,00","0,00",Eur / Tm.,,23-03-2009
Forrajes,Paja paquete grande,"34,00","34,00","0,00",Eur / Tm.,,23-03-2009
Lechazo,Hasta 11 Kg,"2,65","2,65","0,00",Eur / Kg. Vivo,,23-03-2009
Lechazo,"11,01 a 13 KG.","2,60","2,60","0,00",Eur / Kg. Vivo,,23-03-2009
Lechazo,"13,01 a 15 KG.","2,35","2,35","0,00",Eur / Kg. Vivo,,23-03-2009
Cordero,"15,01 a 19 KG.","2,10","2,10","0,00",Eur / Kg. Vivo,,23-03-2009
Cordero,"19,01 a 23 KG.","1,95","1,95","0,00",Eur / Kg. Vivo,,23-03-2009
Cordero,"23,01 a 25,49 KG.","1,90","1,90","0,00",Eur / Kg. Vivo,,23-03-2009
